0,Primary auditory area - speech,Primary auditory area - AM,0.222222,False
1,Primary auditory area - speech,Primary auditory area - PT,0.420635,False
2,Primary auditory area - speech,Ventral auditory area - speech,1.000000,False
3,Primary auditory area - AM,Primary auditory area - PT,0.150794,False
4,Primary auditory area - AM,Ventral auditory area - AM,0.841270,False
5,Primary auditory area - PT,Ventral auditory area - PT,0.690476,False
6,Ventral auditory area - speech,Ventral auditory area - AM,0.055556,False
7,Ventral auditory area - speech,Ventral auditory area - PT,1.000000,False
8,Ventral auditory area - AM,Ventral auditory area - PT,0.095238,False
